person_id,name,title,organization,type,tickers,age,born,pay,exercised,unexercised
PER-6856,Mr. Bradley C. Trenkle,Co-Chief Operating Officer,,executive,GRMN,45,1980,1136380,0,0
PER-7751,Mr. Bradley D. Kohn,"Senior VP, General Counsel, Corporate Secretary and Head of Government Affairs",,executive,MLM,56,1969,<NA>,0,0
PER-5228,Mr. Bradley Eugene Dyslin C.F.A.,"Executive VP, Global Chief Investment Officer & President of Aflac Global Investments",,executive,AFL,59,1966,3628988,0,0
PER-8030,Mr. Bradley J. Peterson,"Executive VP, Chief Information Officer & CTO",,executive,NDAQ,65,1960,2031592,0,0
PER-8314,"Mr. Bradley J. Schaufenbuel J.D., L.L.M.",VP & Chief Information Security Officer,,executive,PAYX,52,1973,<NA>,0,0
PER-9154,Mr. Bradley Jason Milsaps C.F.A.,Head of Investor Relations,,executive,TFC,<NA>,<NA>,<NA>,0,0
PER-5229,Mr. Bradley L. Knox,Senior VP & Counsel of Federal Relations,,executive,AFL,<NA>,<NA>,<NA>,0,0
PER-7370,Mr. Bradley W. Hicks,President of Dedicated Contract Services & Executive VP,,executive,JBHT,52,1973,589676,0,0
PER-9456,Mr. Brandon  Ehrhart,General Counsel & Corporate Secretary,,executive,TSLA,<NA>,<NA>,<NA>,0,0
PER-6187,Mr. Brandon J. Hofmeister,"Senior Vice President of Strategy, Sustainability & External Affairs",,executive,CMS,48,1977,1155419,0,0
PER-7673,Mr. Brandon J. Sink CPA,Executive VP & CFO,,executive,LOW,49,1976,1590620,671202,1900747
PER-7170,Mr. Brantley J. Standridge,Senior EVP and President of Consumer & Regional Banking,,executive,HBAN,49,1976,2058772,0,0
PER-7514,Mr. Bren D. Higgins,Executive VP & CFO,,executive,KLAC,55,1970,2218065,0,0
PER-5935,Mr. Brendan  Coughlin,President & Vice Chair,,executive,CFG,45,1980,3640927,0,0
PER-8144,Mr. Brendan  Mulhern,Head of Investor Relations,,executive,NRG,<NA>,<NA>,<NA>,0,0
PER-7790,Mr. Brendan M. Foley,"President, CEO & Chairman",,executive,MKC,59,1966,3349590,0,4933286
PER-9001,Mr. Brendan Thomas Cavanagh CPA,"CEO, President & Director",,executive,SBAC,53,1972,2227503,0,3573459
PER-6595,Mr. Brennan  McGreevy,Group VP & Chief Accounting Officer,,executive,ESS,40,1985,<NA>,0,0
PER-5006,Mr. Brent  Vandermause,Head of Investor Relations,,executive,ALL,<NA>,<NA>,<NA>,0,0
PER-9447,"Mr. Brent A. Woodford C.F.A., CPA","Executive Vice President of Controllership, Financial Planning & Tax",,executive,DIS,62,1963,<NA>,0,0
PER-8234,Mr. Brent D. Strehlow,Senior VP & Chief Human Resources Officer,,executive,OKE,<NA>,<NA>,<NA>,0,0
PER-8188,Mr. Brent G. Kirby,President,,executive,ORLY,57,1968,1395270,0,14227904
PER-5655,Mr. Bret  Yunker,Chief Financial Officer,,executive,CZR,48,1977,2178237,0,0
PER-6578,Mr. Bret D.S. McLeod,Executive VP & CFO,,executive,EQR,43,1982,<NA>,0,0
PER-4920,Mr. Bret M. DiMarco,"Senior VP, Chief Legal Officer, & Secretary",,executive,A,57,1968,<NA>,0,0
PER-8639,Mr. Brett A. Sandercock,Chief Financial Officer,,executive,RMD,58,1967,971973,0,1701666
PER-7819,Mr. Brett A. Wall,Executive VP & President of Neuroscience Portfolio,,executive,MDT,59,1966,1858925,187399,2489
PER-5555,Mr. Brett C. Gerry J.D.,Chief Legal Officer & Executive VP of Global Compliance,,executive,BA,53,1972,1296198,0,0
PER-9231,Mr. Brett J. Hart,President,,executive,UAL,55,1970,8386515,0,420520
PER-5356,Mr. Brett Joseph Feldman,Senior Vice President of Finance & Investor Relations,,executive,T,<NA>,<NA>,<NA>,0,0
PER-5986,Mr. Brian  Armstrong,"Co-Founder, Chairman & CEO",,executive,COIN,42,1983,7235090,0,0
PER-8031,Mr. Brian  Buckley,Senior VP & Chief Marketing Officer,,executive,NDAQ,<NA>,<NA>,<NA>,0,0
PER-4938,Mr. Brian  Chesky,"Co-Founder, CEO, Head of Community & Chairman of the Board",,executive,ABNB,43,1982,186326,0,0
PER-9241,Mr. Brian  Dykes,Chief Financial Officer & Executive Vice President,,executive,UPS,46,1979,2180728,0,0
PER-7945,Mr. Brian  Erhardt,Chief Supply Chain Officer of Molson Coors North America,,executive,TAP,<NA>,<NA>,<NA>,0,0
PER-4928,Mr. Brian  Galovich,Executive VP & Chief Information Officer,,executive,APD,52,1973,1237587,0,0
PER-5502,Mr. Brian  Grassadonia,Ecosystem Lead,,executive,XYZ,42,1983,570000,43225896,21612096
PER-9570,Mr. Brian  Gullbrants,Chief Operating Officer - North America,,executive,WYNN,<NA>,<NA>,<NA>,0,0
PER-8658,Mr. Brian  Hovey,VP of Global Marketing & Chief Marketing Officer,,executive,ROK,<NA>,<NA>,<NA>,0,0
PER-6828,Mr. Brian  Nick,Chief Communications Officer & Executive VP,,executive,FOXA;FOX,<NA>,<NA>,<NA>,0,0
PER-6103,Mr. Brian  Titus,"VP, Controller & Principal Accounting Officer",,executive,CTVA,52,1973,<NA>,0,0
PER-9408,Mr. Brian  Walker,Senior VP & Chief Product Officer,,executive,GWW,<NA>,<NA>,<NA>,0,0
PER-9532,Mr. Brian  Yee,Senior VP of Corporate Finance & Treasurer,,executive,WSM,<NA>,<NA>,<NA>,0,0
PER-8628,Mr. Brian A. Bales CPA,Executive VP & Chief Development Officer,,executive,RSG,62,1963,1308081,0,0
PER-9041,Mr. Brian C. Cornell,Chairman of the Board & CEO,,executive,TGT,66,1959,4320111,0,0
PER-8727,Mr. Brian C. Stevens,"Senior VP, Corporate Controller & Chief Accounting Officer",,executive,MDLZ,50,1975,<NA>,0,0
PER-8926,Mr. Brian D. Doubles,"President, CEO & Director",,executive,SYF,49,1976,4541713,0,0
PER-6410,Mr. Brian D. Savoy,Executive VP & CFO,,executive,DUK,50,1975,1406382,0,0
PER-8145,Mr. Brian E. Curci J.D.,Executive VP of Legal & General Counsel,,executive,NRG,47,1978,1749163,0,0
PER-6011,Mr. Brian E. Lane,CEO & Director,,executive,FIX,68,1957,3666878,0,0
PER-6066,Mr. Brian G. Andrews,"Executive VP, CFO, Treasurer & Principal Accounting Officer",,executive,COO,46,1979,738563,1685366,7610241
PER-7635,Mr. Brian J. Capo,Chief Accounting Officer & Senior VP,,executive,LYV,58,1967,675000,356400,0
PER-6601,Mr. Brian J. Franz,"Chief Technology, Data & Analytics Officer",,executive,EL,60,1965,<NA>,0,0
PER-8784,Mr. Brian J. McDade,Executive VP & CFO,,executive,SPG,46,1979,1721637,0,0
PER-9580,Mr. Brian J. Van Abel,Executive VP & CFO,,executive,XEL,43,1982,1281103,0,0
PER-8927,Mr. Brian J. Wenzel Sr.,Executive VP & CFO,,executive,SYF,57,1968,2174571,211101,538284
PER-7466,Mr. Brian James Mauney,Director of Investor Relations,,executive,KEY,<NA>,<NA>,<NA>,0,0
PER-9525,Mr. Brian K. Chaney,Senior Vice President of Wood Products,,executive,WY,53,1972,<NA>,0,0
PER-9163,Mr. Brian K. Miller CPA,Executive VP & CFO,,executive,TYL,66,1959,437765,8692200,2543848
PER-7711,Mr. Brian K. Partee,Chief Business Transformation Officer,,executive,MPC,51,1974,<NA>,0,0
PER-9287,Mr. Brian K. Wood,Chief Tax Officer & Senior VP,,executive,VTR,<NA>,<NA>,<NA>,0,0
PER-5405,Mr. Brian L. Campbell,"Vice President of Tax, Treasury & Investor Relations",,executive,AZO,<NA>,<NA>,<NA>,0,0
PER-6001,Mr. Brian L. Roberts,Chairman & Co-CEO,,executive,CMCSA,65,1960,10200486,20651000,14782284
PER-6611,Mr. Brian Lee Bedner,Head of Corporate Finance,,executive,EG,<NA>,<NA>,<NA>,0,0
PER-8629,Mr. Brian M. DelGhiaccio,Executive VP & CFO,,executive,RSG,52,1973,1831719,0,0
PER-8393,Mr. Brian M. Mandell,Executive Vice President of Marketing & Commercial,,executive,PSX,61,1964,2113143,0,5632730
PER-5656,Mr. Brian Matthew Agnew,"Senior Vice President of Finance, Treasury & Investor Relations",,executive,CZR,<NA>,<NA>,<NA>,0,0
PER-6226,Mr. Brian O. Newman,Executive VP & CFO,,executive,CVS,56,1969,<NA>,0,0
PER-5791,"Mr. Brian Phillip LeClaire M.B.A., Ph.D.",Chief Information Officer,,executive,CNC,65,1960,<NA>,0,0
PER-8866,Mr. Brian R. Niccol,Chairman & CEO,,executive,SBUX,51,1974,11111188,0,0
PER-7799,Mr. Brian S. Rice,Executive VP & Global Chief Information Officer,,executive,MCD,62,1963,834294,0,0
PER-9349,Mr. Brian S. Roman,Chief Legal Officer,,executive,VTRS,55,1970,2214300,0,0
PER-7809,Mr. Brian S. Tyler Ph.D.,CEO & Director,,executive,MCK,58,1967,5661202,0,0
PER-5038,Mr. Brian T. Olsavsky,Senior VP & CFO,,executive,AMZN,61,1964,371900,0,0
PER-5425,Mr. Brian Thomas Moynihan,Chairman & CEO,,executive,BAC,66,1959,2083090,0,0
PER-8078,Mr. Brian W. Bolster,President & CEO of NextEra Energy Resources,,executive,NEE,52,1973,3610232,0,0
PER-6238,Mr. Brian W. Ellis J.D.,Executive Officer,,executive,DHR,58,1967,2043545,0,18237560
PER-7515,Mr. Brian W. Lorig,Executive Vice President of KLA Global Services,,executive,KLAC,51,1974,1332995,0,0
PER-6586,Mr. Brian William Bolash Esq.,"Executive VP, Corporate Secretary & General Counsel",,executive,ERIE,59,1966,953596,0,0
PER-6779,Mr. Brian X. Tierney,"CEO, President & Chair of the Board",,executive,FE,57,1968,1549406,0,0
PER-5241,Mr. Brice A. Hill,"Senior VP, CFO & leads Global Information Services",,executive,AMAT,58,1967,1774802,0,0
PER-8261,Mr. Brice J. Poplawski,Senior VP & CFO,,executive,PCAR,60,1965,<NA>,0,0
PER-7810,Mr. Britt J. Vitalone CPA,Executive VP & CFO,,executive,MCK,56,1969,2681328,0,0
PER-8146,Mr. Bruce  Chung,EVP & CFO,,executive,NRG,51,1974,2187743,0,0
PER-7161,Mr. Bruce Dale Broussard,Strategic Advisor,,executive,HUM,63,1962,4057127,0,0
PER-9641,Mr. Bruce L. Campbell,COO and Chief Revenue & Strategy Officer,,executive,WBD,58,1967,9354161,0,0
PER-5849,Mr. Bruce L. Niemeyer,President of Shale & Tight,,executive,CVX,63,1962,<NA>,0,0
PER-8000,Mr. Bruce M. Bodine Jr.,"CEO, President & Director",,executive,MOS,53,1972,2380674,0,0
PER-8286,Mr. Bruce R. Byrd,"Executive VP, General Counsel & Corporate Secretary",,executive,PANW,<NA>,<NA>,<NA>,0,0
PER-8126,Mr. Bruce W. Stephenson,Vice President of Corporate Strategy & Technology,,executive,NOC,<NA>,<NA>,<NA>,0,0
PER-5936,Mr. Bruce Winfield Van Saun,CEO & Chairman of the Board,,executive,CFG,68,1957,4237810,0,0
PER-8800,Mr. Bryan  Hutson,"Senior VP of Information Services, Supply Chain, Transformation & Portfolio Operations",,executive,SJM,<NA>,<NA>,<NA>,0,0
PER-8648,Mr. Bryan A. Kipp,Senior VP of Technology & Licensing,,executive,RVTY,<NA>,<NA>,<NA>,0,0
PER-8825,Mr. Bryan C. Hanson,CEO & Director,,executive,SOLV,58,1967,10370481,0,0
PER-6054,Mr. Bryan Craig Hanson,Senior Executive VP & Chief Generation Officer,,executive,CEG,59,1966,2473213,0,0
PER-6757,Mr. Bryan D. Preston,Executive VP & CFO,,executive,FITB,<NA>,<NA>,1367285,0,133024
PER-8032,Mr. Bryan Everard Smith,Executive VP & Chief People Officer,,executive,NDAQ,52,1973,<NA>,0,0
PER-5624,Mr. Bryan J. Koop,Executive Vice President of Boston Region,,executive,BXP,66,1959,2046215,0,0
PER-8775,Mr. Bryan J. Young,Senior Vice President of Corporate Strategy & Development,,executive,SHW,49,1976,<NA>,0,0
PER-8411,Mr. Bryan K. Gill,"EVP, Director of Investor Relations",,executive,PNC,<NA>,<NA>,<NA>,0,0
PER-7287,Mr. Bryan Seuk Ko J.D.,"COO, Chief Legal Officer & Corporate Secretary",,executive,GEN,54,1971,1155800,0,0
PER-6142,Mr. Burt W. Podbere CPA,Chief Financial Officer,,executive,CRWD,59,1966,1409012,0,0
PER-6768,Mr. Byron Michael Jeffers,"VP, Treasurer & Head of Investor Relations",,executive,FSLR,41,1984,<NA>,0,0
PER-8619,Mr. C. Dandridge Massey,Senior EVP and Chief Enterprise Operations & Technology Officer,,executive,RF,54,1971,<NA>,0,0
PER-8189,Mr. C. David Wilbanks,Senior Vice President of Merchandise,,executive,ORLY,53,1972,<NA>,0,0
PER-9436,Mr. C. Douglas McMillon,"President, CEO & Director",,executive,WMT,59,1966,6249434,0,0
PER-7752,Mr. C. Howard Nye J.D.,"Chairman, CEO & President",,executive,MLM,62,1963,3266934,0,0
PER-8262,Mr. C. Michael Dozier,Executive Vice President,,executive,PCAR,59,1966,1544668,0,1686540
PER-9515,Mr. C. Wesley M. Scott,Chief Investment Officer,,executive,WDC,78,1947,<NA>,0,0
PER-8020,Mr. C.D. Baer Pettit,President & Director,,executive,MSCI,60,1965,2494671,0,0
PER-6641,Mr. Calvin G. Butler Jr.,"CEO, President & Director",,executive,EXC,55,1970,5130107,0,0
PER-7684,Mr. Calvin R. McDonald,CEO & Director,,executive,LULU,53,1972,3552119,0,40177928
PER-5385,Mr. Cameron  Brooks,Chief Revenue Officer,,executive,AXON,55,1970,1197477,0,0
PER-6547,Mr. Cameron Jeffrey Horwitz C.F.A.,Managing Director of Investor Relations & Strategy,,executive,EQT,<NA>,<NA>,<NA>,0,0
PER-5594,Mr. Campbell P. Brown,Executive Director,,executive,BF.B,57,1968,346552,0,0
PER-5339,Mr. Carl  White,Senior VP Global Revenue Operations & CIO,,executive,ADSK,<NA>,<NA>,<NA>,0,0
PER-6808,Mr. Carl  Windsor,Chief Information Security Officer,,executive,FTNT,<NA>,<NA>,<NA>,0,0
PER-9551,"Mr. Carl Aaron Hess CERA, F.S.A.",CEO & Director,,executive,WTW,63,1962,3568801,0,0
PER-8470,Mr. Carl G. Joyce,Vice President & Chief Accounting Officer,,executive,PGR,43,1982,<NA>,0,0
PER-9561,Mr. Carl M. Eschenbach,CEO & Director,,executive,WDAY,58,1967,2264059,0,0
PER-9022,Mr. Carl W. Adams,VP & Chief Audit Executive,,executive,TDY,55,1970,<NA>,0,0
PER-7523,Mr. Carlos A. Abrams-Rivera,Advisor,,executive,KHC,57,1968,2466019,0,21368
PER-9448,Mr. Carlos A. Gomez,"EVP, Treasurer & Head of Investor Relations",,executive,DIS,<NA>,<NA>,<NA>,0,0
PER-6177,Mr. Carlos G. Linares,"Executive VP, CTO & Global New Product Innovation",,executive,CHD,61,1964,1321907,0,6355628
PER-6567,Mr. Carlos M. Brown,"EVP, Chief Admin and Projects Officer & Corporate Secretary",,executive,D,50,1975,1581316,0,0
PER-6178,Mr. Carlos Ruiz Rabago,EVP & Chief Supply Chain Officer,,executive,CHD,<NA>,<NA>,534425,0,0
PER-7447,Mr. Carlton  Lawson,Group President of EMEA & Latin America,,executive,KVUE,56,1969,2300258,0,44991
PER-6333,Mr. Carman R. Wenkoff,Executive VP & Chief Information Officer,,executive,DG,57,1968,755337,0,1880133
PER-8480,Mr. Carter H. Andrus,Chief Operating Officer,,executive,PLD,45,1980,1252893,0,0
PER-8895,Mr. Cary L. Majors,Senior VP & President of Healthcare,,executive,STE,50,1975,861813,569217,1810847
PER-7015,Mr. Casey  Collins,Head of Global Licensed Consumer Products & Business Development,,executive,HAS,<NA>,<NA>,<NA>,0,0
PER-9652,Mr. Caspar  Tudor,Head of Investor Relations,,executive,WAT,<NA>,<NA>,<NA>,0,0
PER-8208,Mr. Cecil E. Overbey Jr.,Senior Vice President of Strategic Development,,executive,ODFL,63,1962,3363118,0,0
PER-8039,Mr. Cesar Cernuda Rego,President,,executive,NTAP,53,1972,1922098,0,0
PER-8315,Mr. Chad  Parodi,"Senior VP of HCM, PEO & Insurance",,executive,PAYX,53,1972,<NA>,0,0
PER-6818,Mr. Chad  Rohrer,President of ASP & Group President of Infection Prevention Group (IPG),,executive,FTV,<NA>,<NA>,<NA>,0,0
PER-9543,Mr. Chad A. Teply,"Senior Vice President of Transmission, Power & Gulf",,executive,WMB,53,1972,<NA>,0,0
PER-5839,Mr. Chad J. Doellinger,Chief Legal and Administrative Officer & Corporate Secretary,,executive,CBRE,49,1976,1773938,0,0
PER-7027,Mr. Chad J. Wasserman,Senior VP & Chief Information Officer,,executive,HCA,<NA>,<NA>,<NA>,0,0
PER-9544,Mr. Chad J. Zamarin,"CEO, President & Director",,executive,WMB,48,1977,1752542,0,0
PER-6557,Mr. Chad M. Borton,Executive VP & President of Workforce Solutions,,executive,EFX,54,1971,1932204,0,0
PER-7180,Mr. Chad N. Boudreaux J.D.,Executive VP & Chief Legal Officer,,executive,HII,51,1974,1097511,0,0
PER-8323,Mr. Chad R. Richison,"Founder, President, CEO & Chairman of the Board",,executive,PAYC,55,1970,3454117,0,0
PER-9504,Mr. Chad R. Winters,VP of Finance & Chief Accounting Officer,,executive,WST,46,1979,<NA>,0,0
PER-8432,Mr. Chancey E. Hagerty,Senior Vice President of Automotive Refinish Coatings,,executive,PPG,51,1974,917809,0,155869
PER-6977,Mr. Charles  Beadnall,Chief Technology Officer,,executive,GDDY,<NA>,<NA>,<NA>,0,0
PER-8914,Mr. Charles  Liang,"Founder, Chairman of the Board, President & CEO",,executive,SMCI,67,1958,442,0,0
PER-5676,Mr. Charles A. Brawley III,"Executive VP, General Counsel & Corporate Secretary",,executive,CPB,60,1965,1153277,0,0
PER-6620,Mr. Charles A. Caisley,Executive Vice President of Utility Operations & Chief Customer Officer,,executive,EVRG,52,1973,962395,0,0
PER-5084,Mr. Charles Anthony Fry,Executive Vice President of Reinsurance & Risk Capital Optimization,,executive,AIG,53,1972,4090909,0,112880
PER-9659,Mr. Charles C. Boettcher J.D.,Executive VP of Corporate Development & Chief Legal Officer,,executive,WM,51,1974,1357356,3335416,891402
PER-8079,Mr. Charles E. Sieving J.D.,"Executive VP and Chief Legal, Environmental & Federal Regulatory Affairs Officer",,executive,NEE,52,1973,3274566,2934276,1891228
PER-5587,Mr. Charles E. Triano,SVP & Head of Investor Relations,,executive,BMY,<NA>,<NA>,<NA>,0,0
PER-9341,Mr. Charles F. Wagner Jr.,"Executive VP, COO & CFO",,executive,VRTX,57,1968,2749112,0,2033366
PER-8491,Mr. Charles Frederick Lowrey Jr.,Executive Chairman,,executive,PRU,67,1958,6031088,5564310,656894
PER-5917,Mr. Charles H. Robbins,Chairman & CEO,,executive,CSCO,59,1966,6968061,0,0
PER-8270,Mr. Charles J. Carter,Executive Vice President of Mill Operations,,executive,PKG,65,1960,2117696,0,0
PER-7277,Mr. Charles J. Meyers,Executive Chairman,,executive,EQIX,59,1966,735724,0,0
PER-5770,Mr. Charles Joseph Wilson,Executive VP & COO,,executive,KMX,52,1973,1838658,173464,689031
PER-6621,Mr. Charles L. King,Senior VP & Chief Technology Officer,,executive,EVRG,60,1965,<NA>,0,0
PER-6587,Mr. Charles Michael Fletcher C.I.C.,Senior Vice President of Sales & Marketing,,executive,ERIE,<NA>,<NA>,<NA>,0,0
PER-6490,Mr. Charles Morgan Kendrick Jr.,Executive VP & President of Commercial Health Benefits,,executive,ELV,59,1966,1493400,0,248875
PER-5026,Mr. Charles N. Whitaker J.D.,"Senior VP, Chief Human Resources Officer & Chief Compliance Officer",,executive,MO,58,1967,1042492,0,0
PER-5867,Mr. Charles Robert Schwab,Founder & Co-Chairman,,executive,SCHW,88,1937,3566389,8073328,31860000
PER-5435,Mr. Charles Rusty Patel,Senior VP & Chief Information Officer,,executive,BAX,55,1970,<NA>,0,0
PER-5635,Mr. Charles S. Ives,Senior Director of Investor Relations,,executive,CHRW,53,1972,<NA>,0,0
PER-6718,Mr. Charles S. Miller,Senior Executive Vice President of Sales,,executive,FAST,51,1974,512927,2571744,311989
PER-9660,Mr. Charles S. Schwager,VP and Chief Compliance & Ethics Officer,,executive,WM,<NA>,<NA>,<NA>,0,0
PER-5574,Mr. Charles T. Lauber,Executive VP & CFO,,executive,AOS,62,1963,1616955,0,1805849
PER-6104,"Mr. Charles Victor Magro B.Sc. (Chem), MBA",CEO & Director,,executive,CTVA,55,1970,2984829,0,0
PER-5242,Mr. Charles W. Read,Corporate VP of Business Units & Operations CFO,,executive,AMAT,59,1966,<NA>,0,0
PER-9483,Mr. Charles W. Scharf,CEO & Chairman,,executive,WFC,60,1965,9941449,0,0
PER-7075,Mr. Charlie  Ruehr,Vice President of Corporate Finance & Investor Relations,,executive,HLT,<NA>,<NA>,<NA>,0,0
PER-5416,Mr. Chase  Mulvehill,Vice President of Investor Relations,,executive,BKR,<NA>,<NA>,<NA>,0,0
PER-5250,Mr. Chinmay  Trivedi,Senior Vice President of Investor Relations and Financial Planning & Analysis,,executive,MMM,<NA>,<NA>,<NA>,0,0
PER-7524,Mr. Chris  Asher,Global Controller & Principal Accounting Officer,,executive,KHC,45,1980,<NA>,0,0
PER-6788,Mr. Chris  Augustin,Chief Information Officer,,executive,FI,<NA>,<NA>,<NA>,0,0
PER-6650,Mr. Chris  Ayres,VP of Corporate Development and Strategy,,executive,EXE,<NA>,<NA>,<NA>,0,0
PER-7417,Mr. Chris  Bontempo,VP & Chief Marketing Officer,,executive,JCI,<NA>,<NA>,<NA>,0,0
PER-5064,Mr. Chris  Brathwaite,VP & Chief Communications Officer,,executive,AEP,<NA>,<NA>,<NA>,0,0
PER-7599,Mr. Chris  Cassidy,Regional President,,executive,LEN,<NA>,<NA>,<NA>,0,0
PER-5575,Mr. Chris  Howe,SVP & Chief Digital Information Officer,,executive,AOS,<NA>,<NA>,<NA>,0,0
PER-9059,Mr. Chris  Steddum,Chief Financial Officer,,executive,TPL,45,1980,1440762,0,0
PER-7607,Mr. Chris A. Kosel,"VP, Chief Accounting Officer & Controller",,executive,LII,58,1967,<NA>,0,0
PER-8163,Mr. Chris A. Malachowsky,Co-Founder,,executive,NVDA,<NA>,<NA>,320000,0,0
PER-5694,Mr. Chris L. Walker,Executive Vice President & Chairman of Specialty Distribution Segment,,executive,BRO,67,1958,3601218,0,0
PER-5944,Mr. Chris T. Hyder,Executive VP and Group President of Health & Hygiene,,executive,CLX,49,1976,1367165,0,0
PER-6758,Mr. Christian  Gonzalez Esq.,Executive VP & Chief Legal Officer,,executive,FITB,<NA>,<NA>,<NA>,0,0
PER-8659,Mr. Christian E. Rothe CPA,Senior VP & CFO,,executive,ROK,51,1974,1837739,0,348283
PER-6159,Mr. Christian H. Hillabrant,"CEO, President & Director",,executive,CCI,<NA>,<NA>,<NA>,0,0
PER-6111,Mr. Christian M. Lown,Chief Financial Officer,,executive,CSGP,55,1970,1044321,0,0
PER-9288,Mr. Christian N. Cummings,Senior Vice President of Asset Management - Seniors Housing,,executive,VTR,51,1974,<NA>,0,0
PER-7016,Mr. Christian P. Cocks,CEO & Director,,executive,HAS,51,1974,6341389,0,10195
PER-5251,Mr. Christian T. Goralski Jr.,Group President of Safety & Industrial,,executive,MMM,53,1972,1839635,0,0
PER-6454,Mr. Christophe  Beck,CEO & Chairman of the Board,,executive,ECL,57,1968,6069582,3378222,18689204
PER-5074,Mr. Christophe Y. Le Caillec,Chief Financial Officer,,executive,AXP,59,1966,4855030,1904410,0
PER-8402,Mr. Christopher  Bauer,VP & Treasurer,,executive,PNW,<NA>,<NA>,<NA>,0,0
PER-7258,Mr. Christopher  Carr,Director of Investor Relations,,executive,DVN,<NA>,<NA>,<NA>,0,0
PER-6256,Mr. Christopher  Chang,Senior VP & Chief Information Officer,,executive,DRI,<NA>,<NA>,<NA>,0,0
PER-8707,Mr. Christopher  Craig,"Senior VP, Controller & Chief Accounting Officer",,executive,SPGI,52,1973,1536410,0,0
PER-6612,Mr. Christopher  Kujawa,Executive VP & Chief Human Resources Officer,,executive,EG,<NA>,<NA>,<NA>,0,0
PER-6701,Mr. Christopher  McLoughlin,"Executive VP, Chief Legal Officer & Corporate Secretary",,executive,FDS,<NA>,<NA>,1084500,0,0
PER-8660,Mr. Christopher  Nardecchia,Senior VP of Information Technology & Chief Information Officer,,executive,ROK,63,1962,<NA>,0,0
PER-8335,Mr. Christopher  Natali,Chief Accounting Officer,,executive,PYPL,47,1978,<NA>,0,0
PER-9437,Mr. Christopher  Nicholas,"Executive VP, President & CEO of Sam's Club U.S.",,executive,WMT,47,1978,3255161,0,0
PER-7045,Mr. Christopher  Pendergast,Senior VP & CTO,,executive,HSIC,62,1963,<NA>,0,0
PER-5279,Mr. Christopher  Schmidt,Chief Sales Officer,,executive,ANET,<NA>,<NA>,<NA>,0,0
PER-6324,Mr. Christopher  Sharp,Chief Technology Officer,,executive,DLR,49,1976,1197306,0,0
PER-9367,Mr. Christopher  Suh,Chief Financial Officer,,executive,V,55,1970,3148478,0,1100922
PER-5868,Mr. Christopher  Wyse,MD & Chief Corporate Affairs Officer,,executive,SCHW,<NA>,<NA>,<NA>,0,0
PER-5800,Mr. Christopher A. Foster,Executive VP & CFO,,executive,CNP,45,1980,1689184,0,0
PER-8885,Mr. Christopher A. Graham,Senior Vice President of Flat Roll Steel Group,,executive,STLD,61,1964,2412563,301268,91472
PER-7220,Mr. Christopher A. O'Herlihy,"President, CEO & Director",,executive,ITW,61,1964,4213600,0,19986908
PER-5513,Mr. Christopher A. Viehbacher,"President, CEO & Director",,executive,BIIB,65,1960,6152181,0,0
PER-5258,Mr. Christopher Andrew Hovey,Chief Operations Officer,,executive,ACGL,58,1967,<NA>,0,0
PER-5782,Mr. Christopher Andrew Isaacson,Executive VP & COO,,executive,CBOE,47,1978,2017735,0,0
PER-5792,Mr. Christopher Andrew Koster,"Executive VP, General Counsel & Secretary",,executive,CNC,60,1965,2142654,0,0
PER-8001,Mr. Christopher Anthony Lewis,Senior Vice President of Human Resources,,executive,MOS,63,1962,<NA>,0,0
PER-6373,Mr. Christopher B. Woenker,Senior VP & CFO,,executive,DOV,42,1983,<NA>,0,0
PER-8519,Mr. Christopher C. Sambar,Senior VP & COO,,executive,PSA,51,1974,1775168,0,0
PER-8835,Mr. Christopher C. Womack,"CEO, President & Chairman",,executive,SO,67,1958,5016444,0,0
PER-5878,Mr. Christopher D. Bohn,"CEO, President & Director",,executive,CF,57,1968,1955431,0,0
PER-6160,Mr. Christopher D. Levendos,Executive VP & COO of Network,,executive,CCI,56,1969,1286833,0,0
PER-7181,Mr. Christopher Douglas Kastner,"President, CEO & Director",,executive,HII,61,1964,2737757,0,0
PER-7702,Mr. Christopher E. Kay J.D.,Senior EVP & Head of Enterprise Platforms,,executive,MTB,60,1965,2030343,0,135979
PER-7541,Mr. Christopher E. Kubasik CPA,Chairman & CEO,,executive,LHX,64,1961,7009932,18131388,17550250
PER-7304,Mr. Christopher F. Carroll CPA,"EVP, Controller, Chief Accounting Officer & Business Transformation Officer",,executive,IPG,58,1966,1473671,0,0
PER-7028,Mr. Christopher F. Wyatt,"Senior VP, Principal Accounting Officer & Controller",,executive,HCA,47,1978,<NA>,0,0
PER-6055,Mr. Christopher H. Mudrick,Chief Nuclear Officer,,executive,CEG,<NA>,<NA>,<NA>,0,0
PER-9210,Mr. Christopher J. DelOrefice CPA,"CFO, Principal Financial Officer & Principal Accounting Officer",,executive,ULTA,54,1971,<NA>,0,0
PER-5905,Mr. Christopher J. Hogan CFA,Senior VP of Chubb Group & Chief Investment Officer,,executive,CB,<NA>,<NA>,<NA>,0,0
PER-7800,Mr. Christopher J. Kempczinski,"Chairman President, & CEO",,executive,MCD,56,1969,3195065,1792141,47533376
PER-9117,Mr. Christopher J. Kuehn,Executive VP & CFO,,executive,TT,52,1973,2905447,6050266,14922444
PER-7076,Mr. Christopher J. Nassetta,"President, CEO & Director",,executive,HLT,62,1963,4858242,11122036,177667936
