symbol,name,title,age,born,pay,exercised,unexercised
AME,Mr. John Wesley Hardin Jr.,President of Electronic Instruments,60,1965,1294203,2388022,4169677
AME,Mr. Kevin C. Coleman CPA,VP of Investor Relations & Treasurer,<NA>,<NA>,<NA>,0,0
AME,Mr. Ronald J. Oscher,Chief Administrative Officer,57,1968,1232330,0,4245385
AME,Mr. Thomas C. Marecic,President of Electronic Instruments,63,1962,967196,1596833,3714848
AME,Mr. Thomas M. Montgomery,Senior Advisor,62,1963,<NA>,0,0
AME,Mr. Tony J. Ciampitti,President of Electronic Instruments,52,1973,1122204,2002904,3714848
AME,Mr. William Joseph Burke,Senior Advisor,63,1962,1544202,6276974,796771
AME,Ms. Isabel S. Wells,VP of Information Technology & Chief Information Officer,48,1977,<NA>,0,0
AMGN,Casey  Capparelli,Executive Director of Investor Relations,<NA>,<NA>,<NA>,0,0
AMGN,Dr. David M. Reese M.D.,Executive VP & CTO,62,1963,3327225,0,7193319
AMGN,Dr. James E. Bradner M.D.,Executive Vice President of Research & Development,53,1972,4095677,0,0
AMGN,Mr. Esteban  Santos,Executive Vice President of Operations,57,1968,3006074,0,12988893
AMGN,"Mr. Howard Y. Chang M.D., Ph.D.",Senior VP of Global Research & Chief Scientific Officer,<NA>,<NA>,<NA>,0,0
AMGN,Mr. Matthew C. Busch,Chief Accounting Officer & VP of Finance,50,1975,<NA>,0,0
AMGN,Mr. Murdo  Gordon,Executive Vice President of Global Commercial Operations,58,1967,3174030,0,4835902
AMGN,Mr. Peter H. Griffith,Executive VP & CFO,66,1959,3007214,0,1401880
AMGN,Mr. Robert A. Bradway,Chairman & CEO,62,1963,6428574,0,50993104
AMGN,Mr. Scott  Skellenger,Senior VP & Chief Information Officer,<NA>,<NA>,<NA>,0,0
AMP,Mr. Gerard P. Smyth,Executive VP & Global Chief Information Officer,63,1962,<NA>,0,0
AMP,Mr. James M. Cracchiolo CPA,Chairman & CEO,66,1959,10479446,18846608,44370344
AMP,Mr. Joseph Edward Sweeney,President of Advice & Wealth Management - Products and Service Delivery,64,1961,3170847,14210625,11638440
AMP,Mr. Walter S. Berman,"Executive VP, CFO & Chief Risk Officer",82,1943,4199260,9993500,14424198
AMP,Mr. William  Davies,Executive VP & Global Chief Investment Officer,62,1963,3170068,0,129330
AMP,Mr. William F. Truscott,Chief Executive Officer of Global Asset Management,65,1960,3966508,18911422,18828308
AMP,Ms. Dawn M. Brockman,"SVP, Corporate Controller & Principal Accounting Officer",<NA>,<NA>,<NA>,0,0
AMP,Ms. Deirdre D. Davey McGraw,"Executive Vice President of Marketing, Communications & Community Relations",54,1971,<NA>,0,0
AMP,Ms. Heather J. Melloh,Executive VP & General Counsel,53,1972,<NA>,0,0
AMP,Stephanie M. Rabe,Head of Investor Relations,<NA>,<NA>,<NA>,0,0
AMT,Julian  Plumstead,"Senior Vice President of M&A and Business Development - Europe, Africa and Latin America",<NA>,<NA>,<NA>,0,0
AMT,Mr. Edward M. Knapp,Senior VP & CTO,64,1961,<NA>,0,0
AMT,Mr. Eugene M. Noel,Executive VP & COO,56,1969,<NA>,0,0
AMT,"Mr. Robert J. Meyer Jr., CPA",Senior VP & Chief Accounting Officer,61,1964,<NA>,0,0
AMT,Mr. Rodney M. Smith,"Executive VP, CFO & Treasurer",59,1966,1674128,2824549,5989760
AMT,Mr. Spencer Harris Kurn,Senior Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
AMT,Mr. Steven O. Vondran J.D.,"President, CEO & Director",54,1971,3363277,3424715,2969853
AMT,Ms. Brenna  Jones,SVP & Chief Human Resources Officer,<NA>,<NA>,<NA>,0,0
AMT,Ms. Colleen Richards Powell,"Senior VP & Chief Diversity, Equity and Inclusion Officer",<NA>,<NA>,<NA>,0,0
AMT,Ms. Ruth T. Dowling,"Executive VP, Chief Administrative Officer, General Counsel & Secretary",55,1970,1568128,0,0
AMZN,Dr. Werner  Vogels,Chief Technology Officer,<NA>,<NA>,<NA>,0,0
AMZN,Drew  Herdener,Senior Vice President of Communications & Corporate Responsibility,<NA>,<NA>,<NA>,0,0
AMZN,Mr. Andrew R. Jassy,"President, CEO & Director",57,1968,1596889,0,0
AMZN,Mr. Brian T. Olsavsky,Senior VP & CFO,61,1964,371900,0,0
AMZN,Mr. Dave  Fildes,Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
AMZN,Mr. David A. Zapolsky J.D.,"Senior VP, Chief Global Affairs & Legal Officer",61,1964,371900,0,0
AMZN,Mr. Douglas J. Herrington,Chief Executive Officer of Worldwide Amazon Stores,58,1967,386435,0,0
AMZN,Mr. Jeffrey P. Bezos,Founder & Executive Chairman,61,1964,1681840,0,0
AMZN,Mr. Matthew S. Garman,Chief Executive Officer of Amazon Web Series,48,1977,384275,0,0
AMZN,Ms. Shelley L. Reynolds,"VP, Worldwide Controller & Principal Accounting Officer",60,1965,163200,0,0
ANET,Dr. Andreas B. Bechtolsheim Ph.D.,Co-Founder &  Chief Architect,70,1955,<NA>,0,0
ANET,Mr. Christopher  Schmidt,Chief Sales Officer,<NA>,<NA>,<NA>,0,0
ANET,Mr. Hugh  Holbrook,Chief Development Officer,<NA>,<NA>,<NA>,0,0
ANET,Mr. Kenneth  Duda Ph.D.,"Co-Founder, President, CTO & Director",53,1972,814780,70255696,100554000
ANET,Mr. Mark  Foss,Senior Vice President of Global Operations & Marketing,<NA>,<NA>,<NA>,0,0
ANET,Mr. Sean  Christofferson,VP & General Counsel,<NA>,<NA>,<NA>,0,0
ANET,Mr. Todd  Nightingale,Chief Operating Officer,45,1980,<NA>,0,0
ANET,Ms. Chantelle  Breithaupt,Senior VP & CFO,53,1972,602318,0,0
ANET,Ms. Isabelle  Bertin-Bailly,Group Vice President of Worldwide Human Resources & Operations,<NA>,<NA>,<NA>,0,0
ANET,Ms. Jayshree V. Ullal,CEO & Chairperson,64,1961,2092901,2762077,1150657
AON,Mr. Darren  Zeidel,"Executive VP, General Counsel & Company Secretary",53,1972,1187695,0,0
AON,Mr. David J. DeBrunner,"Senior VP, Global Controller & Chief Accounting Officer",59,1966,<NA>,0,0
AON,Mr. Edmund J. Reese,Executive VP & Chief Financial Officer,51,1974,2483178,0,0
AON,Mr. Eric  Andersen,Senior Advisor to President & CEO,60,1965,2924150,0,0
AON,Mr. Gregory Clarence Case,"President, CEO & Executive Director",62,1963,4842359,0,0
AON,Mr. Michael  Neller,Deputy Global Chief People Officer and Head of Total Rewards & Talent Development,46,1979,<NA>,0,0
AON,Ms. Hallie Elsner Miller,Head of Investor Relations,<NA>,<NA>,<NA>,0,0
AON,Ms. Karen  Kissam,Senior Vice President - H&B Local Practice Leader,<NA>,<NA>,<NA>,0,0
AON,Ms. Lisa J. Stevens,Chief Administrative Officer,54,1971,2080774,0,0
AON,Ms. Mindy  Simon,Global Chief Operating Officer,48,1977,1900324,0,0
AOS,Mr. Charles T. Lauber,Executive VP & CFO,62,1963,1616955,0,1805849
AOS,Mr. Chris  Howe,SVP & Chief Digital Information Officer,<NA>,<NA>,<NA>,0,0
AOS,Mr. Curtis E. Selby,Senior Vice President of Human Resources & Public Affairs,57,1968,<NA>,0,0
AOS,Mr. James F. Stern J.D.,Executive VP of Corporate Development and Strategy & Secretary,62,1963,1405861,0,1722084
AOS,Mr. Kevin J. Wheeler,Executive Chairman of the Board,65,1960,4188794,988196,7816101
AOS,Mr. Ming  Cheng Ph.D.,Senior VP & CTO,<NA>,<NA>,<NA>,0,0
AOS,Mr. Paul J. Jones,"Senior VP, General Counsel & Chief Compliance Officer",54,1971,<NA>,0,0
AOS,Mr. Stephen D. O'Brien,SVP and President & GM of North America Water Heating,55,1970,830096,0,0
AOS,Mr. Stephen M. Shafer,"President, CEO & Director",49,1976,1636023,0,0
AOS,Ms. Helen E. Gurholt,Vice President of Investor Relations and Financial Planning & Analysis,50,1975,<NA>,0,0
APA,Mr. Ben C. Rodgers,Executive VP & CFO,45,1980,<NA>,0,0
APA,Mr. John J. Christmann IV,CEO & Director,58,1967,3885336,0,0
APA,Mr. Mark D. Maddox,Executive Vice President of Administration,58,1967,1381793,0,0
APA,Mr. Robert P. Rayphole,"VP, Chief Accounting Officer & Controller",51,1974,<NA>,0,0
APA,Mr. Scott R. Grandt,Senior Vice President of U.S. Assets & Corporate Development,<NA>,<NA>,<NA>,0,0
APA,Mr. Stephen J. Riney,President,64,1961,2408314,0,0
APA,Ms. Castlen  Kennedy,Senior VP of HR and Corporate Affairs,46,1979,<NA>,0,0
APA,Ms. Jessica  Jackson,"Senior Vice President of EH&S, Supply Chain and Midstream and Marketing",<NA>,<NA>,<NA>,0,0
APA,Ms. Kimberly O. Warnica J.D.,"Executive VP, Chief Legal Officer & Corporate Secretary",50,1975,<NA>,0,0
APA,Ms. Tracey K. Henderson,Executive Vice President of Exploration,58,1967,1544886,0,0
APD,Dr. Samir Jawdat Serhan Ph.D.,Executive Officer,64,1961,3995372,0,0
APD,Mr. Brian  Galovich,Executive VP & Chief Information Officer,52,1973,1237587,0,0
APD,Mr. Eduardo F. Menezes,CEO & Director,62,1963,1296209,0,0
APD,Mr. Francesco  Maione,President of Americas and Global Helium & Rare Gases,56,1969,2334098,66730,0
APD,Mr. Ivo  Bols,President of Europe & Africa,64,1961,<NA>,0,0
APD,Mr. Matthew  Lepore,"Executive VP, General Counsel, Secretary & Chief Compliance Officer",<NA>,<NA>,<NA>,0,0
APD,Mr. Walter L. Nelson,President of Equipment Businesses & Technical Solutions,61,1964,<NA>,0,0
APD,Ms. Megan  Britt,Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
APD,Ms. Melissa N. Schaeffer,Executive VP & CFO,45,1980,1503203,0,0
APD,Ms. Victoria  Brifo,Executive VP of Corporate Communications & Corporate Relations and Chief Human Resources Officer,56,1969,1123878,0,0
APH,Mr. Ben J. Reed,Vice President of Corporate Development,<NA>,<NA>,<NA>,0,0
APH,Mr. Craig A. Lampo CPA,Executive VP & CFO,55,1970,1927606,49897500,121367528
APH,Mr. David M. Silverman,Executive Vice President of Human Resources,47,1978,<NA>,0,0
APH,Mr. Lance E. D'Amico J.D.,"Executive VP, General Counsel & Secretary",56,1969,670665,4586250,26096992
APH,Mr. Luc  Walter,President of Harsh Environment Solutions Division,66,1959,1926644,31881490,40137012
APH,Mr. Michael R. Ivas,"SVP, Corporate Controller & Principal Accounting Officer",54,1971,<NA>,0,0
APH,Mr. Peter J. Straub,President of the Interconnect & Sensor Systems Division,57,1968,1100250,8128600,16766669
APH,Mr. Richard Adam Norwitt J.D.,"President, CEO & Director",55,1970,6695856,112908000,281984160
APH,Mr. William J. Doherty,President of Communications Solutions Division,66,1959,1846180,23198900,34750892
APH,Ms. Sherri Ann Scribner,Vice President of Strategy & Investor Relations,<NA>,<NA>,<NA>,0,0
APO,Mr. James Charles Zelter,President & Director,63,1962,8994057,0,0
APO,Mr. James Richard Belardi,"Co-Founder, Executive Chairman, Chief Investment Officer of Athene & Partner",68,1957,54839779,0,64674880
APO,Mr. Jamey  Lamanna,Partner & Chief Information Officer,<NA>,<NA>,<NA>,0,0
APO,Mr. Marc Jeffrey Rowan,CEO & Chairman of the Board,63,1962,763381,0,0
APO,Mr. Martin Bernard Kelly,Partner & CFO,57,1968,2048585,0,0
APO,Mr. Robert Randolph  Morse,Partner & Vice Chairman,70,1955,<NA>,0,0
APO,Mr. Scott Martin Kleinman,Co-President of Apollo Asset Management & Director,52,1973,10299641,0,0
APO,Ms. Kristiane  Kinahan,MD of Finance in New York & Chief Accounting Officer,46,1979,<NA>,0,0
APO,Ms. Susan  Kendall,"Partner, CFO & Head of Global Business Finance of Apollo Asset Management",<NA>,<NA>,<NA>,0,0
APO,Ms. Whitney A Chatterjee J.D.,Partner & Chief Legal Officer,49,1976,2780801,0,0
APTV,Mr. Allan J. Brazier,VP & Chief Accounting Officer,58,1967,<NA>,0,0
APTV,Mr. Javed A. Khan,Executivr VP and President of Software and Advanced Safety & User Experience,<NA>,<NA>,4329071,0,0
APTV,Mr. Joseph R. Massaro,Vice Chair & President of Engineered Components Group,55,1970,3402125,0,0
APTV,Mr. Joseph T. Liotine,Executive VP & President of Electrical Distribution System,52,1973,2878478,0,0
APTV,Mr. Kevin P. Clark,"President, Chairman & CEO",63,1962,4255435,0,0
APTV,Mr. Matthew  Peterson,Senior VP & Chief Information Officer,60,1965,<NA>,0,0
APTV,Mr. Obed D. Louissaint,Executive VP & Chief People Officer,45,1980,1705259,0,0
APTV,Mr. Varun  Laroyia,Executive VP & CFO,53,1972,1297316,0,0
APTV,Ms. Betsy Miller Frank,Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
APTV,Ms. Katherine Hargrove Ramundo J.D.,"Executive VP, Chief Legal Officer, Chief Compliance Officer & Secretary",57,1968,1628750,0,0
ARE,Mr. Daniel T. Tsang,Senior VP & China Country Manager,<NA>,<NA>,<NA>,0,0
ARE,Mr. Dean A. Shigenaga CPA,Strategic Consultant,58,1967,2370153,0,0
ARE,Mr. Gary D. Dean,Executive Vice President of Real Estate Legal Affairs,52,1973,<NA>,0,0
ARE,Mr. Greg N. Gehlen,Senior Vice President of Construction & Development,<NA>,<NA>,<NA>,0,0
ARE,Mr. John J. Cox,Senior VP & Regional Market Director of Seattle,<NA>,<NA>,<NA>,0,0
ARE,Mr. Joseph  Hakman,Co-COO & Chief Strategic Transactions Officer,53,1972,<NA>,0,0
ARE,Mr. Lawrence J. Diamond,Co-COO & Regional Market Director of Maryland,67,1958,1221528,0,0
ARE,Mr. Peter M. Moglia,CEO & Chief Investment Officer,58,1967,2683357,0,0
ARE,Mr. Timothy M. White,Senior Vice President of Asset Services,<NA>,<NA>,<NA>,0,0
ARE,Ms. Kristina A. Fukuzaki-Carlson,Executive Vice President of Business Operations,49,1976,<NA>,0,0
ATO,Mr. Christopher T. Forsythe,Senior VP & CFO,53,1972,1659156,0,0
ATO,Mr. Daniel M. Meziere CPA,VP of Investor Relations & Treasurer,64,1961,<NA>,0,0
ATO,Mr. Jeffrey S. Knights,Senior Vice President of Technical & Operating Services,<NA>,<NA>,<NA>,0,0
ATO,Mr. John Kevin Akers,"CEO, President & Director",62,1963,3266136,0,0
ATO,Mr. John Matt Robbins,Senior Vice President of Human Resources,55,1970,942433,0,0
ATO,Mr. John S. McDill,Senior Vice President of Utility Operations,60,1965,1377083,0,0
ATO,Mr. Richard A Mitschke,VP & Chief Information Officer,<NA>,<NA>,<NA>,0,0
ATO,Ms. Jessica  Bateman Pulliam,"Senior VP, General Counsel & Corporate Secretary",48,1977,1037800,0,0
ATO,Ms. Liz C. Beauchamp,Vice President of Governmental & Public Affairs,<NA>,<NA>,<NA>,0,0
ATO,Ms. Michelle H. Faulk,"VP, Controller & Principal Accounting Officer",48,1977,<NA>,0,0
AVB,Mr. Benjamin W. Schall,"President, CEO & Director",50,1975,2866172,0,141464
AVB,Mr. Edward M. Schulman,"Executive VP, General Counsel & Secretary",62,1963,1210220,0,48183
AVB,Mr. Kevin P. O'Shea J.D.,"Executive VP, CFO & Treasurer",59,1966,1750676,0,553752
AVB,Mr. Kurt D. Conway,Senior Vice President of Corporate Strategy & Communications,65,1960,<NA>,0,0
AVB,Mr. Matthew H. Birenbaum,Chief Investment Officer,59,1966,1887415,0,692210
AVB,Mr. Ronald S. Ladell,Senior Vice President of Development - New Jersey,63,1962,<NA>,0,0
AVB,Mr. Sean J. Breslin,Chief Operating Officer,58,1967,1912060,0,692210
AVB,"Mr. Sean T. Willson CFA, CPA","Senior VP, Corporate Controller & Principal Accounting Officer",<NA>,<NA>,<NA>,0,0
AVB,Ms. Alaine S. Walsh,Executive Vice President of Human Capital & Administration,52,1973,<NA>,0,0
AVB,Ms. Pamela R. Thomas,Executive Vice President of Portfolio & Asset Management,58,1967,1113640,0,0
AVGO,Dr. Charlie B. Kawwas Ph.D.,President of Semiconductor Solutions,54,1971,1863054,0,0
AVGO,Mr. Alan  Davidson,Chief Information Officer,<NA>,<NA>,<NA>,0,0
AVGO,Mr. Frank  Ostojic,Senior VP & GM of ASIC Products Division,<NA>,<NA>,<NA>,0,0
AVGO,Mr. Hock E. Tan,"President, CEO & Executive Director",73,1952,2634542,0,0
AVGO,Mr. Ji  Yoo,Director of Investor Relations,<NA>,<NA>,<NA>,0,0
AVGO,Mr. Mark D. Brazeal J.D.,Chief Legal & Corporate Affairs Officer,57,1968,1250843,0,0
AVGO,Mr. Ram  Velaga,Senior VP & GM of Core Switching Group,<NA>,<NA>,<NA>,0,0
AVGO,Mr. Rich  Nelson,Senior VP & GM of Broadband Video Group,<NA>,<NA>,<NA>,0,0
AVGO,Ms. Jill  Turner,Vice President of Human Resources,<NA>,<NA>,<NA>,0,0
AVGO,Ms. Kirsten M. Spears,CFO & Chief Accounting Officer,61,1964,1054254,0,0
AVY,Mr. Danny G. Allouche,"Senior VP, Chief Strategy & Corporate Development Officer",50,1975,872868,0,0
AVY,Mr. Deon M. Stander,"President, CEO & Director",56,1969,3210017,0,0
AVY,Mr. Francisco  Melo,President of Intelligent Labels Technologies and Digital Solutions,51,1974,707885,0,0
AVY,Mr. Gregory S. Lovins,"CFO, Senior VP & Principal Financial Officer",52,1973,1531231,0,0
AVY,Mr. Ignacio J. Walker,Senior VP & Chief Legal Officer,48,1977,687638,0,0
AVY,Mr. Mitchell R. Butier,Executive Chairman,54,1971,1110447,0,0
AVY,Mr. Nicholas R. Colisto,Senior VP & Chief Information Officer,58,1967,563440,0,0
AVY,Mr. Ryan D. Yost,President of Materials Group,49,1976,1071652,0,0
AVY,Mr. William R. Gilchrist,Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
AVY,Ms. Divina F. Santiago,"VP, Controller & Principal Accounting Officer",55,1970,<NA>,0,0
AWK,Mr. Aaron  Musgrave CPA,Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
AWK,Mr. David M. Bowler,Executive VP & CFO,47,1978,1050680,0,0
AWK,Mr. John C. Griffith,"CEO, President & Director",58,1967,2403563,0,0
AWK,"Mr. Nicholas  Santillo Jr., C.P.P.",Vice President of Digital Infrastructure & Security and Interim Head of Innovation & Technology,<NA>,<NA>,<NA>,0,0
AWK,Mr. Stacy A. Mitchell,Executive VP & General Counsel,49,1976,994879,0,0
AWK,Ms. Cheryl D. Norton,Executive VP & COO,60,1965,1713887,0,0
AWK,Ms. Deborah A. Degillio,Chief Technology & Information Officer,53,1972,<NA>,0,0
AWK,Ms. Lori  Sutton,Executive VP & Chief Human Resources Officer,52,1973,<NA>,0,0
AWK,Ms. Maureen  Duffy,Executive VP of Communications & External Affairs,55,1970,<NA>,0,0
AWK,Ms. Melissa K. Wikle,Senior VP & Chief Accounting Officer,59,1966,<NA>,0,0
AXON,Mr. Cameron  Brooks,Chief Revenue Officer,55,1970,1197477,0,0
AXON,Mr. Erik Taylor Lapinski,Senior Director of Investor Relations,<NA>,<NA>,<NA>,0,0
AXON,Mr. Isaiah  Fields,Corporate Secretary & Chief Legal Officer,<NA>,<NA>,<NA>,0,0
AXON,Mr. Jeffrey C. Kunins,Chief Product Officer & CTO,50,1975,841143,0,0
AXON,Mr. Joshua M. Isner,President,39,1986,1212738,0,0
AXON,Mr. Patrick W. Smith,"Founder, CEO & Director",54,1971,62630,178120192,11841504
AXON,Ms. Abigail  Stock B.A.,Executive Vice President of Marketing & Communications,<NA>,<NA>,<NA>,0,0
AXON,Ms. Brittany  Bagley,COO & CFO,42,1983,1268002,0,0
AXON,Ms. Elizabeth  Hart,Executive Vice President of People Operations,<NA>,<NA>,<NA>,0,0
AXON,Ms. Jennifer H. Mak,Chief Accounting Officer,50,1975,<NA>,0,0
AXP,Mr. Christophe Y. Le Caillec,Chief Financial Officer,59,1966,4855030,1904410,0
AXP,Mr. David  Fabricant,Senior Vice President of Controllership,54,1971,<NA>,0,0
AXP,Mr. Kartik  Ramachandran,Senior VP & Head of Investor Relations,<NA>,<NA>,<NA>,0,0
AXP,Mr. Ravikumar  Radhakrishnan,Executive VP & CIO,53,1972,7427926,0,0
AXP,Mr. Stephen Joseph Squeri,Chairman & CEO,65,1960,12888802,31868184,34923216
AXP,Ms. Denise  Pickett,President of Enterprise Shared Services,59,1966,<NA>,0,0
AXP,Ms. Elizabeth  Rutledge,Chief Marketing Officer,63,1962,<NA>,0,0
AXP,Ms. Glenda G. McNeal,Chief Partner Officer,64,1961,<NA>,0,0
AXP,Ms. Laureen E. Seeger,Chief Legal Officer,63,1962,6155660,5433533,0
AXP,Ms. Sonia  Cargan,"Chief Colleague Diversity, Equity, & Inclusion and Talent Officer",<NA>,<NA>,<NA>,0,0
AZO,Mr. Brian L. Campbell,"Vice President of Tax, Treasury & Investor Relations",<NA>,<NA>,<NA>,0,0
AZO,Mr. Eric S. Gould,"Executive Vice President of Merchandising, Marketing & Supply Chain",56,1969,<NA>,0,0
AZO,Mr. Jamere  Jackson CPA,Chief Financial Officer of Customer Satisfaction,56,1969,1692392,7705415,39184196
AZO,Mr. John Scott Murphy,"Principal Accounting Officer, VP of Customer Satisfaction & Controller",52,1973,<NA>,0,0
AZO,Mr. Kenneth E. Jaycox Jr.,Senior VP of Commercial & Customer Satisfaction,57,1968,984859,0,1326275
AZO,Mr. Philip B. Daniele III,"CEO, President & Director",56,1969,2409871,6110318,94197536
AZO,Mr. Thomas B. Newbern,Chief Operating Officer of Customer Satisfaction,63,1962,1690485,0,67994560
AZO,Mr. William C. Rhodes III,Executive Chairman,60,1965,230182,134589632,153347424
AZO,Ms. Jennifer M. Bedsole,"Senior VP, General Counsel, Secretary & Customer Satisfaction",54,1971,<NA>,0,0
AZO,Ms. Michelle K. Borninkhof,Senior VP & Chief Information Officer of Customer Satisfaction,51,1974,<NA>,0,0
BA,Mr. Brad  McMullen,Senior Vice President of Commercial Sales & Marketing,<NA>,<NA>,<NA>,0,0
BA,Mr. Brett C. Gerry J.D.,Chief Legal Officer & Executive VP of Global Compliance,53,1972,1296198,0,0
BA,Mr. Darrin A. Hostetler,Chief Compliance Officer & VP of Global Compliance,<NA>,<NA>,<NA>,0,0
BA,Mr. David Christopher Raymond,"Executive VP, President & CEO of Boeing Global Services",60,1965,1745305,0,0
BA,Mr. Eric  Hill,Vice President of Investor Relations,<NA>,<NA>,<NA>,0,0
BA,Mr. Robert K. Ortberg,"President, CEO & Director",65,1960,2388783,0,0
BA,Ms. Ann M. Schmidt,Chief Communications & Brand Officer and Senior VP of Communications & Brand,<NA>,<NA>,<NA>,0,0
BA,Ms. Sherry  Carbary,President of Boeing China,<NA>,<NA>,<NA>,0,0
BA,Ms. Stephanie F. Pope,Executive Vice President,52,1973,2169804,0,0
BA,Ms. Uma M. Amuluru,Chief Human Resources Officer & Executive VP of Human Resource,47,1978,<NA>,0,0
BAC,Mr. Alastair M. Borthwick,Executive VP & CFO,56,1969,5399466,0,0
BAC,Mr. Brian Thomas Moynihan,Chairman & CEO,66,1959,2083090,0,0
BAC,Mr. Dean C. Athanasia,Co-President,58,1967,6152473,0,0
BAC,Mr. E. Lee McEntire,Head of Investor Relations & Local Markets Organization,<NA>,<NA>,<NA>,0,0
